SiteID,Year,FacilityType,County,Subbasin,Name,Type,AvgDaily,DaysUsed,Capacity_MGD
0218-0202,2016,Public Water Supply,Guilford,Haw River (02-1),Well #1,Well,0.005,366,0.053
0218-0202,2017,Public Water Supply,Guilford,Haw River (02-1),Well #1,Well,0.005,365,0.053
0218-0203,2010,Public Water Supply,Guilford,Haw River (02-1),No Sources Listed.,,,,
0218-0203,2011,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.005,365,0.033
0218-0203,2012,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.006,366,0.033
0218-0203,2013,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.006,365,0.033
0218-0203,2014,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.007,365,0.032
0218-0203,2015,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.006,365,0.032
0218-0203,2016,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.007,366,0.032
0218-0203,2017,Public Water Supply,Guilford,Haw River (02-1),Well #2,Well,0.006,365,0.000
0218-0204,2010,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.003,365,0.072
0218-0204,2011,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,365,0.066
0218-0204,2012,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,366,0.066
0218-0204,2013,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,365,0.066
0218-0204,2014,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,365,0.066
0218-0204,2015,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,365,0.066
0218-0204,2016,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.005,366,0.066
0218-0204,2017,Public Water Supply,Gaston,Catawba River (03-1),Well #1,Well,0.004,365,0.066
0218-0205,2010,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.014,365,0.050
0218-0205,2010,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.003,243,0.022
0218-0205,2011,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.014,365,0.050
0218-0205,2011,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.005,365,0.022
0218-0205,2012,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.012,366,0.050
0218-0205,2012,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.001,366,0.022
0218-0205,2013,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.016,365,0.050
0218-0205,2013,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.000,365,0.022
0218-0205,2014,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.007,355,0.050
0218-0205,2014,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.007,279,0.022
0218-0205,2015,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.013,365,0.050
0218-0205,2015,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.001,153,0.022
0218-0205,2016,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.035,366,0.013
0218-0205,2016,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.000,212,0.022
0218-0205,2017,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.013,365,0.050
0218-0205,2017,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.000,164,0.022
0218-0206,2010,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,365,0.030
0218-0206,2011,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,365,0.030
0218-0206,2012,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,366,0.030
0218-0206,2013,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,365,0.030
0218-0206,2014,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,365,0.037
0218-0206,2015,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.010,365,0.037
0218-0206,2016,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.008,366,0.008
0218-0206,2017,Public Water Supply,Iredell,Rocky River (18-4),Well #1,Well,0.006,365,0.008
0218-0207,2010,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.000,120,0.006
0218-0207,2010,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,365,0.010
0218-0207,2010,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.005,365,0.036
0218-0207,2011,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.001,365,0.006
0218-0207,2011,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,365,0.012
0218-0207,2011,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.005,365,0.042
0218-0207,2012,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.001,366,0.006
0218-0207,2012,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,366,0.012
0218-0207,2012,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.006,366,0.042
0218-0207,2013,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.006,365,0.006
0218-0207,2013,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,365,0.012
0218-0207,2013,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.005,214,0.042
0218-0207,2014,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.000,10,0.009
0218-0207,2014,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,365,0.044
0218-0207,2014,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.005,365,0.042
0218-0207,2015,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.002,174,0.009
0218-0207,2015,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,239,0.044
0218-0207,2015,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.005,365,0.042
0218-0207,2016,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.003,366,0.009
0218-0207,2016,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,366,0.044
0218-0207,2016,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.004,366,0.042
0218-0207,2017,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.003,338,0.009
0218-0207,2017,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.001,365,0.044
0218-0207,2017,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 4,Well,0.004,365,0.042
0218-0208,2010,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.030,365,0.151
0218-0208,2010,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.011,214,0.045
0218-0208,2011,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.033,365,0.151
0218-0208,2011,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.027,365,0.045
0218-0208,2012,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.033,366,0.151
0218-0208,2012,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.003,366,0.045
0218-0208,2013,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.035,365,0.151
0218-0208,2013,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.001,214,0.045
0218-0208,2014,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.030,359,0.151
0218-0208,2014,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.002,302,0.045
0218-0208,2015,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.032,365,0.151
0218-0208,2015,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.004,358,0.045
0218-0208,2016,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.035,366,0.151
0218-0208,2016,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.001,295,0.045
0218-0208,2017,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.035,365,0.151
0218-0208,2017,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.004,348,0.045
0218-0209,2010,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.035
0218-0209,2010,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.003,365,0.016
0218-0209,2011,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.035
0218-0209,2011,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.006,365,0.016
0218-0209,2012,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.005,366,0.035
0218-0209,2012,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.001,366,0.016
0218-0209,2013,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.010,214,0.035
0218-0209,2013,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.000,365,0.016
0218-0209,2014,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.006,365,0.035
0218-0209,2014,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.000,0,0.016
0218-0209,2015,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.004,365,0.035
0218-0209,2015,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.000,0,0.016
0218-0209,2016,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.005,366,0.035
0218-0209,2016,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.000,0,0.016
0218-0209,2017,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.000,0,0.035
0218-0209,2017,Public Water Supply,Johnston,Neuse River (10-1),Well #1,Well,0.004,365,0.016
0218-0210,2010,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.086
0218-0210,2011,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.086
0218-0210,2012,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,366,0.086
0218-0210,2013,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.068
0218-0210,2014,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.068
0218-0210,2015,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.086
0218-0210,2016,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,366,0.086
0218-0210,2017,Public Water Supply,Franklin,Contentnea Creek (10-2),Well #1,Well,0.003,365,0.086
0218-0211,2010,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.014,365,0.078
0218-0211,2010,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.011,365,0.050
0218-0211,2010,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.005,365,0.035
0218-0211,2011,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.014,365,0.078
0218-0211,2011,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.011,365,0.050
0218-0211,2011,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.005,365,0.035
0218-0211,2012,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.008,366,0.078
0218-0211,2012,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.016,366,0.050
0218-0211,2012,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.014,366,0.035
0218-0211,2013,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.026,365,0.078
0218-0211,2013,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.008,365,0.050
0218-0211,2013,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.008,365,0.035
0218-0211,2014,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.019,365,0.078
0218-0211,2014,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.011,365,0.050
0218-0211,2014,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.011,365,0.035
0218-0211,2015,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.018,365,0.090
0218-0211,2015,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.012,365,0.063
0218-0211,2015,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.011,365,0.041
0218-0211,2016,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.020,366,0.090
0218-0211,2016,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.013,366,0.063
0218-0211,2016,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.013,366,0.041
0218-0211,2017,Public Water Supply,Wake,Neuse River (10-1),Well #1,Well,0.019,365,0.090
0218-0211,2017,Public Water Supply,Wake,Neuse River (10-1),Well #2,Well,0.018,365,0.063
0218-0211,2017,Public Water Supply,Wake,Neuse River (10-1),Well #3,Well,0.013,359,0.041
0218-0699,2010,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.055
0218-0699,2011,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.055
0218-0699,2012,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,366,0.055
0218-0699,2013,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.002,365,0.055
0218-0699,2014,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.055
0218-0699,2015,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.055
0218-0699,2016,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.004,366,0.055
0218-0699,2017,Public Water Supply,Johnston,Neuse River (10-1),Well #2,Well,0.003,365,0.055
0218-0212,2010,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,365,0.081
0218-0212,2011,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,365,0.081
0218-0212,2011,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.001,153,0.075
0218-0212,2012,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.001,366,0.081
0218-0212,2012,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.007,366,0.075
0218-0212,2013,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,365,0.075
0218-0212,2013,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.000,365,0.075
0218-0212,2014,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,365,0.075
0218-0212,2014,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.001,40,0.087
0218-0212,2015,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,361,0.075
0218-0212,2015,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.001,29,0.087
0218-0212,2016,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,366,0.075
0218-0212,2016,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.000,3,0.087
0218-0212,2017,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #1,Well,0.008,365,0.075
0218-0212,2017,Public Water Supply,Catawba,South Fork Catawba River (03-2),Well #2,Well,0.008,26,0.087
0218-0213,2010,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.008,365,0.176
0218-0213,2011,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.008,365,0.176
0218-0213,2012,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.009,366,0.176
0218-0213,2013,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.009,365,0.176
0218-0213,2014,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.008,365,0.178
0218-0213,2015,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.009,365,0.178
0218-0213,2016,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.007,331,0.178
0218-0213,2017,Public Water Supply,Mecklenburg,Rocky River (18-4),Well #1,Well,0.008,365,0.178
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.000,0,0.058
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.003,183,0.043
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.000,0,0.065
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.003,365,0.065
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.016,365,0.065
0218-0214,2010,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.016,365,0.137
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.000,365,0.058
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.003,365,0.043
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.001,365,0.065
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.000,365,0.065
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.011,365,0.065
0218-0214,2011,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.022,365,0.137
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.000,365,0.058
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.000,365,0.043
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.000,365,0.065
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.000,365,0.065
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.000,365,0.065
0218-0214,2012,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.038,365,0.137
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.015,214,0.058
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.000,0,0.043
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.000,214,0.065
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.000,214,0.065
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.000,365,0.065
0218-0214,2013,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.044,214,0.137
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.005,79,0.058
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.004,164,0.043
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.001,17,0.065
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.005,242,0.065
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.007,165,0.065
0218-0214,2014,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.040,365,0.137
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.006,362,0.058
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.005,365,0.043
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.001,27,0.065
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.008,365,0.065
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.010,343,0.058
0218-0214,2015,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.021,365,0.137
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.008,366,0.058
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.001,78,0.043
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.000,38,0.065
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.014,366,0.065
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.015,366,0.058
0218-0214,2016,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.027,366,0.137
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Chari Heights Well #1,Well,0.019,365,0.058
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Rollingwood Well #1,Well,0.010,358,0.043
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Glendale Well #1,Well,0.023,233,0.065
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Hickory Creek Well #1,Well,0.017,365,0.065
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Brighton Woods Well #1,Well,0.034,355,0.058
0218-0214,2017,Public Water Supply,Wake,Neuse River (10-1),Pebblestone Well #1,Well,0.000,23,0.137
0218-0215,2010,Public Water Supply,New Hanover,Cape Fear River (02-3),W00001,Well,0.005,365,0.020
0218-0215,2010,Public Water Supply,New Hanover,Cape Fear River (02-3),W00002,Well,0.005,365,0.010
0218-0215,2011,Public Water Supply,New Hanover,Cape Fear River (02-3),No Sources Listed.,,,,
0218-0215,2012,Public Water Supply,New Hanover,Cape Fear River (02-3),W00001,Well,0.000,0,0.020
0218-0215,2012,Public Water Supply,New Hanover,Cape Fear River (02-3),W00002,Well,0.000,0,0.010
0218-0215,2013,Public Water Supply,New Hanover,Cape Fear River (02-3),W00001,Well,0.005,214,0.020
0218-0215,2013,Public Water Supply,New Hanover,Cape Fear River (02-3),W00002,Well,0.005,214,0.010
0218-0215,2014,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #1,Well,0.006,365,0.101
0218-0215,2014,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #2,Well,0.007,365,0.050
0218-0215,2015,Public Water Supply,New Hanover,Cape Fear River (02-3),No Sources Listed.,,,,
0218-0215,2016,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #1,Well,0.006,366,0.101
0218-0215,2016,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #2,Well,0.007,366,0.050
0218-0215,2017,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #1,Well,0.005,365,0.101
0218-0215,2017,Public Water Supply,New Hanover,Cape Fear River (02-3),Well #2,Well,0.005,288,0.050
0218-0216,2010,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,365,0.068
0218-0216,2010,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,365,0.044
0218-0216,2011,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,365,0.066
0218-0216,2011,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,365,0.043
0218-0216,2012,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,366,0.066
0218-0216,2012,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,366,0.043
0218-0216,2013,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,365,0.066
0218-0216,2013,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.004,365,0.043
0218-0216,2014,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,365,0.058
0218-0216,2014,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.003,365,0.038
0218-0216,2015,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,341,0.058
0218-0216,2015,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.004,365,0.038
0218-0216,2016,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.005,355,0.058
0218-0216,2016,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.004,366,0.038
0218-0216,2017,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 2,Well,0.006,338,0.058
0218-0216,2017,Public Water Supply,Gaston,South Fork Catawba River (03-2),Well # 3,Well,0.004,363,0.038
0218-0217,2010,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.000,0,0.017
0218-0217,2010,Public Water Supply,Iredell,South Yadkin River (18-2),Well # 2,Well,0.005,365,0.039
0218-0217,2011,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.000,365,0.017
0218-0217,2011,Public Water Supply,Iredell,South Yadkin River (18-2),Well # 2,Well,0.005,365,0.037
0218-0217,2012,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.001,366,0.017
0218-0217,2012,Public Water Supply,Iredell,South Yadkin River (18-2),Well # 2,Well,0.005,366,0.037
0218-0217,2013,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.003,365,0.017
0218-0217,2013,Public Water Supply,Iredell,South Yadkin River (18-2),Well # 2,Well,0.004,365,0.037
0218-0217,2014,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.003,311,0.015
0218-0217,2014,Public Water Supply,Iredell,South Yadkin River (18-2),Well # 2,Well,0.003,330,0.038
0218-0217,2015,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.003,290,0.015
0218-0217,2015,Public Water Supply,Iredell,South Yadkin River (18-2),Well #2,Well,0.004,341,0.038
0218-0217,2016,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.002,225,0.015
0218-0217,2016,Public Water Supply,Iredell,South Yadkin River (18-2),Well #2,Well,0.004,314,0.038
0218-0217,2017,Public Water Supply,Iredell,South Yadkin River (18-2),Well #1,Well,0.003,190,0.010
0218-0217,2017,Public Water Supply,Iredell,South Yadkin River (18-2),Well #2,Well,0.006,263,0.038
0218-0218,2010,Public Water Supply,Forsyth,Roanoke River (14-1),Well #3,Well,,,0.043
0218-0218,2010,Public Water Supply,Forsyth,Roanoke River (14-1),Well #2,Well,,,0.072
0218-0218,2011,Public Water Supply,Forsyth,Roanoke River (14-1),Well #3,Well,0.000,0,0.043
0218-0218,2011,Public Water Supply,Forsyth,Roanoke River (14-1),Well #2,Well,0.011,365,0.072
0218-0218,2012,Public Water Supply,Forsyth,Roanoke River (14-1),Well #3,Well,0.000,0,0.043
0218-0218,2012,Public Water Supply,Forsyth,Roanoke River (14-1),Well #2,Well,0.011,365,0.072
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well #3,Well,0.005,365,0.043
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well #2,Well,0.008,365,0.072
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well #1,Well,0.002,365,0.000
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well #4,Well,0.000,214,0.000
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well#5,Well,0.017,214,0.000
0218-0218,2013,Public Water Supply,Forsyth,Roanoke River (14-1),Well#6,Well,0.017,214,0.000
